"","Total","State","Region","Purpose","State_Purpose","Region_Purpose","All_series"
"basef",3903.22111755971,266.649625006535,13.5142458304948,558.651294802322,51.0742129397408,3.14913369210245,26.9293688005721
"ols_I",1.55092334066519e-13,3.01397649713865,-2.391174207018,-0.424162361006873,-1.4737383286083,-1.40752822340788,-0.112112284904766
"wlss_I",8.35112568050486e-14,3.89829570997996,-2.85945315117206,1.92090208953392,-2.05812224338425,-1.70367297823704,0.349284000371932
"wlsv_I",-5.96508977178918e-14,5.22514664773479,-2.18503674058357,0.141302363724674,-0.231281670362477,-1.50725836619658,0.524448675576837
"shrink_I",0,5.50559281413727,-2.51124754549278,-0.0757685866706491,0.271373713316398,-1.82294859537424,0.534198117413909
"ols_iMinT",-3.57905386307351e-14,3.01397649713861,-2.391174207018,-0.424162361006873,-1.47373832860827,-1.40752822340793,-0.11211228490486
"wlss_iMinT",1.19301795435784e-14,3.18550519629301,-2.82485285626136,1.92090208953392,-2.29070698654894,-1.69439270989682,0.207906284461767
"wlsv_iMinT",5.96508977178918e-14,3.16320892539926,-3.99592999303158,2.20439523371475,-2.64760055438689,-2.86296820030045,0.00951655473619437
"shrink_iMinT",8.35112568050486e-14,3.06786929208871,-4.40630115815298,1.36873253680289,-3.077318051737,-3.324345159115,-0.29929979200613
